StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q21,Q7,Q7_34_TEXT,Q7_44_TEXT,Q7_39_TEXT,Q8,Q11,Q12,Q26,Q26_15_TEXT,Q14,Q15,Q24,Q24_71_TEXT,Q25,Q25_71_TEXT,Q18,Q18_40_TEXT,Q19,Q19_13_TEXT,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q20_10,Q20_11,Q20_12,Q20_13,Q20_14,Q20_15,Q20_16,Q20_17,Q20_18,Q20_19,Q20_20,Q20_21,Q20_21_TEXT,Q22,Q22_15_TEXT,Q22_13_TEXT,Q3,Q6,Q13
2026-05-20 08:35:51,2026-05-20 08:41:54,IP Address,86.181.110.69,100,363,True,2026-05-20 08:41:55,R_2VqWYg3FDlaayxr,,,,,52.6259,1.3032,anonymous,EN,"Matter of Place Architects CIC
",,Architect / engineer / retrofit designer,,,,Regional,United Kingdom,Norfolk (England),,,To make existing buildings sustainable in all senses of the word.,We are a CIC set up specifically to work at prolonging the lifetime of existing buildings.,"Designing retrofit policy, strategy or schemes (for national, regional or local government)",,"Designing retrofit policy, strategy or schemes (for national, regional or local government),Assessment, compliance or quality assurance,Producing guidance,Community engagement / outreach,Qualtiative research,Housing design, architecture or engineering,Retrofit project or scheme management",,"Commercial / non-domestic buildings energy efficiency,Energy demand and / or use,Energy efficiency,Building fabric",,"Building design / engineering,Quality assessment / audit (of buildings or retrofits)",,Indirectly,,Indirectly,Indirectly,Directly,Directly,Directly,Indirectly,,,Directly,Directly,,,,Directly,,,Directly,Directly,,,"Warm Homes: Social Housing Fund,Heat Network Efficiency Scheme",,,www.mop-a.co.uk,us@mop-a.co.uk,10-49
2026-05-20 09:28:41,2026-05-20 09:47:01,IP Address,51.219.129.202,100,1100,True,2026-05-20 09:47:03,R_2kqTRZt8Fh9bQ5P,,,,,51.4719,-0.1616,anonymous,EN,The Installation Assurance Authority Limited,,Other private company (please specify type),,Certification Body and Financial Protection Provider,,National,United Kingdom,Bedfordshire (England),,,"The Installation Assurance Authority is the industry body that provides assurance framework under a single compliance platform and covers consumer protection, technical guidance, Certification, Competent Persons Scheme (CPS), installer surveillance, monitoring, training and carding.","The IAA framework gives homeowners, key stakeholders, and funders the confidence that retrofit work is carried out to the highest standards and subject to a level of rigor and surveillance which helps ensure it is done 'Right first time'. For members our quality assurance framework will provide the unique association with an organisation that is leading the way in delivery a sustainable and professional energy efficiency industry.","Assessment, compliance or quality assurance",,"Influencing / developing policy,Assessment, compliance or quality assurance,Network coordination or knowledge exchange,Producing guidance,Training provision or accreditation,None of the above / other (please specify)",Financial Protection Provider,"Housing energy efficiency,Building standards and quality,Energy efficiency,Damp and mould,Building fabric,Fuel poverty,Governance and institutions,None of the above / other (please specify)",Consumer Protection,"Quality assessment / audit (of buildings or retrofits),Product installation / retrofit implementation,Software development",,Directly,Directly,Directly,,,Directly,,Directly,Directly,,,,,,Directly,,,Directly,,,,,,,,www.theiaa.co.uk,enquiries@theiaa.co.uk,50-249
2026-05-20 07:25:09,2026-05-20 09:55:30,IP Address,84.69.105.163,100,9021,True,2026-05-20 09:55:31,R_2n9shr7ig033ldC,,,,,52.5189,-1.9189,anonymous,EN,Act on Energy,,Other non-profit (please specify type),,,Energy Advice Charity,Regional,United Kingdom,West Midlands (England),,,"Act on Energy is an impartial energy advice charity supporting residents across the West Midlands, Warwickshire and Worcestershire to help eliminate fuel poverty and our drive towards net zero.","Our organisation's main aim is to provide customer journey support on their retrofit journey offering pre & post retrofit support. ",Community engagement / outreach,,"Influencing / developing policy,Funding, financing models and grant provision,Network coordination or knowledge exchange,Campaigning / activism,Producing guidance,Community engagement / outreach,Advising residents / the public,Monitoring and evaluation,Training provision or accreditation,None of the above / other (please specify)",Delivery of Local Authorities WHLG scheme,"Housing energy efficiency,Product installation / retrofit implementation,Energy demand and / or use,Energy efficiency,Damp and mould,Temperature,Occupant behaviour,Building fabric,Individual and / or public health,Fuel poverty,Inequalities / vulnerabilities,Public engagement and participation in energy systems",,"Quantitative data collection and monitoring,Advice / advocacy,Community engagement or participatory methodologies,Social / qualitative research",,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Indirectly,Indirectly,Indirectly,Indirectly,Directly,,,"Warm Homes: Social Housing Fund,Warm Homes: Local Grant,Local Net Zero Accelerator Programme,Energy Company Obligation (LA implementation),Net Zero Neighbourhoods,Green Homes Grant,Other (please specfy)",,"HUGS, LADS",https://www.actonenergy.org.uk/,advice@actonenergy.org.uk,50-249
2026-05-21 02:23:43,2026-05-21 03:58:38,IP Address,82.1.184.164,100,5694,True,2026-05-21 03:58:38,R_8f21NyX7YB47LsG,,,,,51.358,-0.8521,anonymous,EN,InstaGroup Ltd,,Construction company / retrofit contractor / installer,,,,National,United Kingdom,Berkshire (England),,,Retrofitting homes with energy efficiency measures since 1980.,"3 primary areas of the business, all in the retrofit space. We design and sell products to installers (insulation, solar, battery storage, ASHPs), we supply and fit as an installer (both through funded schemes and ATP) & offer professional services for retrofit projects (funding management, scheme/project management, PAS services)",Product installation / retrofit implementation,,"Influencing / developing policy,Funding, financing models and grant provision,Designing retrofit policy, strategy or schemes (for national, regional or local government),Regulating industry or developing technical standards,Assessment, compliance or quality assurance,Network coordination or knowledge exchange,Producing guidance,Community engagement / outreach,Advising residents / the public,Monitoring and evaluation,Housing design, architecture or engineering,Product design / development,Product manufacturing,Product supply / distribution,Product installation / retrofit implementation,Retrofit project or scheme management,Community energy initiatives or Do It Together (DIT),Training provision or accreditation",,"Housing energy efficiency,Commercial / non-domestic buildings energy efficiency,Product installation / retrofit implementation,Retrofit financing,Energy demand and / or use,Energy efficiency,Building fabric,Heating, ventilation and air conditioning (HVAC),Fuel poverty,Markets, supply chains, finance",,"Manufacturing,Product design / development,Building design / engineering,Quality assessment / audit (of buildings or retrofits),Product installation / retrofit implementation,Community energy initiatives / Do It Together (DIT),Modelling / analytics,Advice / advocacy,Community engagement or participatory methodologies,Financing / financial design,Regulation / target setting",,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Indirectly,Directly,Directly,,,"Warm Homes: Social Housing Fund,Warm Homes: Local Grant,Local Net Zero Hubs Programme,Local Net Zero Accelerator Programme,Energy Company Obligation (LA implementation),Green Homes Grant",,,https://www.instagroup.co.uk/,info@instagroup.co.uk,50-249
2026-05-21 05:10:01,2026-05-21 05:24:59,IP Address,62.64.200.90,100,898,True,2026-05-21 05:25:00,R_8MKRcR8QKJ6lvOs,,,,,51.4224,-0.128,anonymous,EN,Build Test Solutions,,Product manufacturer / supplier,,,,International,United Kingdom,Northamptonshire (England),,,"BTS work to eliminate guesswork in building performance, accelerating the transition to better quality, healthier buildings.","There are a lot of unknowns when it comes to retrofitting existing buildings. Buildings are of varied ages, construction and have been modified throughout their lifecycle.

Our products make measuring and understanding building performance simple, accurate, and scalable. By replacing assumptions with evidence, we enable our customers to understand and improve the quality and performance of buildings and indoor environments with total confidence.",Product supply / distribution,,"Influencing / developing policy,Designing retrofit policy, strategy or schemes (for national, regional or local government),Assessment, compliance or quality assurance,Network coordination or knowledge exchange,Producing guidance,Advising residents / the public,Qualtiative research,Quantitative research,Monitoring and evaluation,Housing design, architecture or engineering,Product design / development,Product manufacturing,Product supply / distribution,Product installation / retrofit implementation,Training provision or accreditation",,"Housing energy efficiency,Commercial / non-domestic buildings energy efficiency,Building standards and quality,Indoor Air Quality (IAQ),Energy demand and / or use,Energy efficiency,Damp and mould,Temperature,Building fabric,Heating, ventilation and air conditioning (HVAC),Individual and / or public health,Complexity and systems approaches (in research / governance / policy)",,"Manufacturing,Product design / development,Quality assessment / audit (of buildings or retrofits),Software development,Modelling / analytics,Advice / advocacy,Regulation / target setting",,Indirectly,Indirectly,Indirectly,Indirectly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,,,,,,https://www.buildtestsolutions.com/,enquiries@buildtestsolutions.com,10-49
2026-05-21 23:37:14,2026-05-21 23:44:10,IP Address,31.94.70.146,100,416,True,2026-05-21 23:44:10,R_8kCdDb6sMFnWfsd,,,,,52.5876,-1.9828,anonymous,EN,Future Fit Homes,,Private housing provider / landlord (including managing agents),,,,National,United Kingdom,Greater London (England),,,"Retrofit of rented Victorian terraced homes ","That's all it does! Zero Bills retrofit of Victorian terraced homes ","Housing provision (local authority, housing association, landlord, etc.)",,"Influencing / developing policy,Funding, financing models and grant provision,Campaigning / activism,Qualtiative research,Quantitative research,Housing provision (local authority, housing association, landlord, etc.)",,"Housing provision,Product installation / retrofit implementation,Retrofit financing",,"Product installation / retrofit implementation,Financing / financial design",,,,,,,Directly,Directly,Directly,Directly,Directly,,,,Directly,,Directly,Directly,Directly,Directly,Directly,,,,,,https://www.linkedin.com/posts/future-fit-homes_zerobills-smartheat-smarthome-activity-7313114262250356736-nPtr?utm_source=share&utm_medium=member_android&rcm=ACoAAAnEvl8BR6TJwqjV5zkYmRkrRE3Tpnhg9XA,tanya@futurefit.homes,<9
2026-05-22 04:45:18,2026-05-22 04:54:55,IP Address,194.233.154.110,100,577,True,2026-05-22 04:54:56,R_8iQlgNVQGlh08Ww,,,,,51.6843,-2.3568,anonymous,EN,The Passivhaus Trust,,Other non-profit (please specify type),,,Independent organisation,National,United Kingdom,Greater London (England),,,"The Passivhaus Trust is an independent, non-profit organization that leads the adoption of the Passivhaus standard and methodology in the UK. It promotes sustainable building practices through a core program of research, education, and policy activities.","The Passivhaus Trust's work is highly relevant to retrofit as it provides leadership and support for the adoption of the Passivhaus retrofit standard, EnerPHit. The Trust's focus on high standards of occupant comfort and health, combined with energy efficiency, aligns with the goals of retrofitting existing buildings to improve their energy performance and sustainability.",Producing guidance,,"Influencing / developing policy,Network coordination or knowledge exchange,Advising residents / the public,Qualtiative research,Quantitative research,Training provision or accreditation",,"Housing provision,Housing energy efficiency,Commercial / non-domestic buildings energy efficiency,Product installation / retrofit implementation,Retrofit financing,Building standards and quality,Health and Safety in buildings,Indoor Air Quality (IAQ),Energy demand and / or use,Energy efficiency,Damp and mould,Temperature,Occupant behaviour,Building fabric,Heating, ventilation and air conditioning (HVAC),Individual and / or public health,Fuel poverty,Inequalities / vulnerabilities,Governance and institutions,Public engagement and participation in energy systems,Community organising,Markets, supply chains, finance,Complexity and systems approaches (in research / governance / policy)",,"Software development,Quantitative data collection and monitoring,Modelling / analytics,Forecasting / scenario development,Advice / advocacy,Community engagement or participatory methodologies,Social / qualitative research,Regulation / target setting",,Indirectly,Indirectly,Indirectly,Indirectly,Indirectly,Indirectly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,,,,,,https://www.passivhaustrust.org.uk/,info@passivhaustrust.org.uk,<9
2026-05-20 08:22:24,2026-05-20 08:29:33,IP Address,31.94.72.102,80,428,False,2026-05-27 08:29:41,R_8it84lFdNCuw1hp,,,,,51.5088,-0.093,anonymous,EN,Future Fit Homes,,Private housing provider / landlord (including managing agents),,,,National,United Kingdom,Greater London (England),,,Providing Zero Bills Private Rented Homes,"That's all we do! We buy Victorian terraced homes, retrofit them to Zero Bills standard, and re-let them.","Housing provision (local authority, housing association, landlord, etc.)",,"Influencing / developing policy,Funding, financing models and grant provision,Campaigning / activism,Advising residents / the public,Quantitative research,Monitoring and evaluation,Housing provision (local authority, housing association, landlord, etc.)",,"Housing provision,Housing energy efficiency,Product installation / retrofit implementation,Retrofit financing,Energy demand and / or use,Energy efficiency",,"Product installation / retrofit implementation,Financing / financial design",,,,,,,Directly,Directly,Directly,Directly,Directly,,,Directly,,Directly,Directly,Directly,Directly,,Directly,,,,,,,,
2026-05-20 04:18:16,2026-05-22 01:30:43,IP Address,5.64.41.207,40,162747,False,2026-05-29 01:30:47,R_8qwINmOJiXuP3gt,,,,,50.2648,-5.0576,anonymous,EN,Citizens Advice,Regional Energy Team,Other public body (please specify type),Consumer advocate,,,National,United Kingdom,Greater London (England),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-22 06:49:07,2026-05-22 06:50:31,IP Address,160.9.46.196,40,83,False,2026-05-29 06:50:34,R_8cTSBTYqVqq82gc,,,,,53.8226,-1.568,anonymous,EN,Leeds Beckett University,Leeds Sustainability Institute,Academic department / group / network,,,,International,United Kingdom,West Yorkshire (England),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20 04:50:00,2026-05-22 07:24:39,IP Address,213.18.190.127,95,182079,False,2026-05-29 07:24:42,R_2S6LTDiZxm0YqjX,,,,,51.367,-1.3209,anonymous,EN,Digital Building Ltd,,Other private company (please specify type),,One Stop Shop Retrofit Platform,,National,United Kingdom,Berkshire (England),,,To decarbonise the privately owned UK housing stock,"We enable homeowners and landlords understand the benefit, complexity and cost of retrofit. We support them in ensuring works are appropriate for their home, source comparable quotes from pre-vetted, suitable supplier and check the quality of works carried out.  ","Assessment, compliance or quality assurance",,"Designing retrofit policy, strategy or schemes (for national, regional or local government),Monitoring and evaluation,Product installation / retrofit implementation,Retrofit project or scheme management",,"Housing energy efficiency,Product installation / retrofit implementation,Retrofit financing,Energy demand and / or use,Energy efficiency",,"Quality assessment / audit (of buildings or retrofits),Product installation / retrofit implementation,Software development,Quantitative data collection and monitoring,Modelling / analytics",,,Directly,,,,,,,Directly,Directly,,,Directly,Directly,Indirectly,Indirectly,,,,,,,Other (please specfy),,"Green Home Wales, Green mortgages",https://digitalbuildings.co.uk/,sales@digitalbuildings.co.uk,<9
2026-06-01 04:31:32,2026-06-01 04:50:36,IP Address,147.147.202.93,100,1144,True,2026-06-01 04:50:36,R_8EdgFcRF77uTuLZ,,,,,50.801,-0.4381,anonymous,EN,Greater South East Net Zero Hub,,Local or combined authority department or unit,,,,Regional,United Kingdom,Cambridgeshire (England),,,"To support Local Authorities, Combined Authorities, and Devolved Administrations in reaching Net Zero","Greater South East Net Zero Hub has delivered Capital Grant schemes on behalf of a consortium. Schemes include LAD2, LAD3, HUG1 & HUG2. The Hub stopped delivering in 2025 after completing HUG2. It now supports those delivering Warm Homes schemes through advice, knowledge sharing and leading on best practice. ",Retrofit project or scheme management,,"Network coordination or knowledge exchange,Producing guidance",,"Housing energy efficiency,Fuel poverty,Governance and institutions",,Quality assessment / audit (of buildings or retrofits),,Indirectly,,,,Directly,Indirectly,Directly,Directly,Directly,Directly,Directly,Indirectly,Indirectly,Indirectly,Indirectly,Indirectly,Indirectly,Directly,Directly,Directly,,,"Public Sector Low Carbon Skills Fund,Heat Networks Delivery Unit,Local Net Zero Hubs Programme",,,www.gsenetzerohub.org.uk,info@gsenetzerohub.org.uk,10-49
2026-06-02 07:22:37,2026-06-02 07:32:29,IP Address,160.9.46.52,100,591,True,2026-06-02 07:32:29,R_8b5gLzL9zxHAsLf,,,,,53.8226,-1.568,anonymous,EN,Leeds Beckett University,Leeds Sustainability Institute,Academic department / group / network,,,,International,United Kingdom,West Yorkshire (England),,,"The LSI has been helping set the standard in Building Performance Evaluation research landscape for over 35 years, delivering and disseminating world‑leading, interdisciplinary research that drives sustainable, healthy and resilient behaviour, buildings, and urban environments with demonstrable impact. Our three research themes are Sustainable Behaviour, Sustainable Buildings and Sustainable Urban Environments and these allow us to address sustainability issues at different scales, from the individual decisions we make, to the quality of buildings we occupy, through to the cities and urban landscapes we create.  We are applied scientists, helping develop new methods to collect data from buildings, occupants and other stakeholders to evaluate the performance of buildings and deliver our vision to advance understanding and enable solutions for sustainable, healthy communities. We have extensive experience running research projects with government and public sector organisations, charities, landlords, housebuilders, manufacturers and the wider supply chains to inform and support more successful delivery of low embodied and operational carbon buildings.","Holistic research services for retrofit at all scales. Building performance evaluation, fabric and services testing, post occupancy evaluation, in use monitoring, mould measurement and prediction, performance gap evaluation, unintended consequences investigations, thermal bridging and hygrothermal simulations, behaviour change and co design, social science projects etc.",Quantitative research,,"Influencing / developing policy,Network coordination or knowledge exchange,Campaigning / activism,Producing guidance,Community engagement / outreach,Advising residents / the public,Qualtiative research,Quantitative research,Monitoring and evaluation",,"Housing energy efficiency,Building standards and quality,Indoor Air Quality (IAQ),Outdoor Air Quality (OAQ),Atmospheric dispersion,Energy demand and / or use,Energy efficiency,Damp and mould,Temperature,Occupant behaviour,Building fabric,Heating, ventilation and air conditioning (HVAC),Individual and / or public health,Fuel poverty,Inequalities / vulnerabilities,Governance and institutions,Public engagement and participation in energy systems,Community organising,Markets, supply chains, finance,Complexity and systems approaches (in research / governance / policy)",,"Building design / engineering,Quality assessment / audit (of buildings or retrofits),Community energy initiatives / Do It Together (DIT),Quantitative data collection and monitoring,Modelling / analytics,Forecasting / scenario development,Advice / advocacy,Community engagement or participatory methodologies,Social / qualitative research,Regulation / target setting",,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,,,,,,https://www.leedsbeckett.ac.uk/lsi,lsi@leedsbeckett.ac.uk,250+
2026-06-08 04:43:42,2026-06-08 05:28:05,Survey Preview,,100,2662,True,2026-06-08 05:28:05,R_239SUG4YM9QrPSb,,,,,51.5909,-0.0215,preview,EN,Test- Fusion 21,,Other private company (please specify type),,,,National,United Kingdom,Na h‑Eileanan Siar / Western Isles (Scotland),"International (outside UK),4",,Test,Test,None of the above / other (please specify),test,None of the above / other (please specify),test,"Markets, supply chains, finance",,"Quality assessment / audit (of buildings or retrofits),None of the above / other (please specify)",test,Directly,,,,,,,,,,,,,,Directly,Directly,Directly,,,,,,Other (please specfy),,,Test,Test,Don't know
2026-06-02 06:47:02,2026-06-02 06:52:50,IP Address,87.115.73.22,40,347,False,2026-06-09 06:52:54,R_8PHt450J7VLuomC,,,,,50.1544,-5.0711,anonymous,EN,retrofit somerset,,"Community group / organisation, Community Interest Company or Residents' Association",,,,Local,United Kingdom,Somerset (England),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-10 07:01:42,2026-06-10 07:11:08,IP Address,185.152.216.154,100,566,True,2026-06-10 07:11:09,R_8ob5N7ZMufxlZ4m,,,,,50.9029,-1.1709,anonymous,EN,HIES Consumer Code,,Other private company (please specify type),,Consumer Code,,National,United Kingdom,Lancashire (England),"Scotland,Wales,North East,North West,Yorkshire and the Humber,East Midlands,West Midlands,East of England,London,South East,South West",,consumer protection,"consumers using a HIES member receive comprehensive consumer protection and if anything goes wrong can contact HIES free of charge for advice and guidance. ",Regulating industry or developing technical standards,,Regulating industry or developing technical standards,,"Building standards and quality,None of the above / other (please specify)",consumer protection,Quality assessment / audit (of buildings or retrofits),,,,,,,,Directly,Directly,Directly,,,,,,,,,,,,,,,,,www.hiesscheme.org.uk,info@hiesscheme.org.uk,50-249
2026-06-16 04:18:25,2026-06-16 04:31:00,IP Address,91.237.231.10,100,755,True,2026-06-16 04:31:01,R_8B6JnxgE2njIHmx,,,,,51.4889,-0.2318,anonymous,EN,London Borough of Hammersmith & Fulham,Housing,Social housing provider (non-local authority),,,,Local,United Kingdom,Greater London (England),London,,"Local Authority department managing council housing ","The council owns c.12,000 homes, has a commitment to net zero carbon and a mission around the cost of living, and carries out retrofit programmes to its housing stock to achieve these aims.","Housing provision (local authority, housing association, landlord, etc.)",,"Influencing / developing policy,Designing retrofit policy, strategy or schemes (for national, regional or local government),Network coordination or knowledge exchange,Producing guidance,Community engagement / outreach,Advising residents / the public,Housing construction",,"Housing provision,Housing energy efficiency,Energy efficiency,Damp and mould,Individual and / or public health,Fuel poverty,Inequalities / vulnerabilities,Governance and institutions,Public engagement and participation in energy systems",,"Quality assessment / audit (of buildings or retrofits),Community engagement or participatory methodologies",,Directly,Directly,Indirectly,Directly,Directly,Indirectly,Directly,Indirectly,Indirectly,Indirectly,Directly,Indirectly,Directly,Directly,,Directly,Directly,Directly,Directly,Directly,,,"Warm Homes: Social Housing Fund,Heat Network Efficiency Scheme,Green Homes Grant",,,https://www.lbhf.gov.uk/housing,retrofit@lbhf.gov.uk,250+
2026-06-16 08:18:33,2026-06-16 08:34:05,IP Address,83.244.151.230,100,932,True,2026-06-16 08:34:06,R_2ssMVP2cKe4hRN1,,,,,51.4327,-0.1512,anonymous,EN,Greater Manchester Combined Authority,Retrofit Team,Local or combined authority department or unit,,,,Regional,United Kingdom,Greater Manchester (England),North West,,Retrofitting homes in Greater Manchester to achieve EPC band C and contributing to achieving Greater Manchester's target of becoming carbon neutral by 2038.,"Providing advice, guidance, and funding for retrofit.","Funding, financing models and grant provision",,"Influencing / developing policy,Designing retrofit policy, strategy or schemes (for national, regional or local government),Assessment, compliance or quality assurance,Network coordination or knowledge exchange,Producing guidance,Community engagement / outreach,Advising residents / the public,Qualtiative research,Quantitative research,Interdisciplinary or mixed methods research,Monitoring and evaluation,Housing retrofit design,Retrofit project or scheme management,None of the above / other (please specify)",Procurement of retrofit supply chain,"Housing energy efficiency,Housing retrofit design / engineering,Retrofit financing,Energy demand and / or use,Energy efficiency,Damp and mould,Temperature,Occupant behaviour,Building fabric,Heating, ventilation and air conditioning (HVAC),Individual and / or public health,Fuel poverty,Inequalities / vulnerabilities,Governance and institutions,Public engagement and participation in energy systems,Community organising,Markets, supply chains, finance,Complexity and systems approaches (in research / governance / policy)",,"Quality assessment / audit (of buildings or retrofits),Software development,Quantitative data collection and monitoring,Modelling / analytics,Forecasting / scenario development,Advice / advocacy,Community engagement or participatory methodologies,Social / qualitative research,Financing / financial design,Regulation / target setting",,Directly,Directly,Directly,Indirectly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,Directly,,Directly,Directly,Directly,,,"Warm Homes: Social Housing Fund,Warm Homes: Local Grant,Local Net Zero Hubs Programme,Local Net Zero Accelerator Programme,Energy Company Obligation (LA implementation),Green Homes Grant,Other (please specfy)",,Great British Insulation Scheme,https://www.greatermanchester-ca.gov.uk/,retrofit@greatermanchester-ca.gov.uk,10-49
2026-06-16 13:06:55,2026-06-16 13:22:06,IP Address,151.225.14.139,100,911,True,2026-06-16 13:22:06,R_2Qsqf10BK25JPxv,,,,,51.5113,-0.2714,anonymous,EN,Chimni Ltd,,Other private company (please specify type),,Digital Property Logbook provider,,National,United Kingdom,Greater London (England),"Northern Ireland,Scotland,Wales,North East,North West,Yorkshire and the Humber,East Midlands,West Midlands,East of England,London,South East,South West",,"Ensuring homeowners have all necessary data, documentation and certification for their retrofit installs in a format that helps them run and maintain a low carbon home.","We offer online energy assessments and host Building Renovation Plans once they are completed.  Our Logbooks provide ‘User Guides’ to support homeowners use of Low Carbon Tech, once installed, containing all key documentation and data. We also ensure homeowners have links to online lodgement registers (eg Trustmark and MCS).",None of the above / other (please specify),"Providing Digital Property Logbooks to homeowners containing all relevant information to understand their installs, optimise LCT usage and record maintenance.",Producing guidance,,None of the above / other (please specify),Data management and consumer/homeowner focussed software design.,Software development,,,,,,,Directly,,,,,,,Directly,Directly,Indirectly,Indirectly,Indirectly,,,,,,,,,www.chimni.com,admin@chimni.com,<9
2026-06-16 13:23:39,2026-06-16 13:32:05,IP Address,151.225.14.139,100,505,True,2026-06-16 13:32:05,R_8n8gEvpTigs78ta,,,,,51.5113,-0.2714,anonymous,EN,Residential Logbook Association (RLBA),,Other non-profit (please specify type),,,Trade association and self-regulatory body,National,United Kingdom,Greater London (England),"Scotland,Wales,North East,North West,Yorkshire and the Humber,East Midlands,West Midlands,East of England,London,South East,South West",,Representing UK providers of Digital Property Logbooks.,The RLBA manages the data specification for UK Digital Property Logbooks including the specification for Building Renovation Plans (BRPs) and Home User Guides (HUGs) for LCT installations.,Regulating industry or developing technical standards,,"Influencing / developing policy,Designing retrofit policy, strategy or schemes (for national, regional or local government),Campaigning / activism,Producing guidance",,Building standards and quality,,"Advice / advocacy,Regulation / target setting",,,,,,,Directly,,Directly,Directly,,,Directly,Directly,Directly,Directly,,,,,,,,,,,www.rlba.org.uk,chair@rlba.org.uk,<9
2026-06-17 03:58:58,2026-06-17 04:07:04,IP Address,83.104.118.148,100,485,True,2026-06-17 04:07:04,R_2gYcApaBlBS7cxr,,,,,51.4674,-0.3556,anonymous,EN,Her Own Space CIC,,"Community group / organisation, Community Interest Company or Residents' Association",,,,National,United Kingdom,Greater London (England),"North East,North West,Yorkshire and the Humber,East Midlands,West Midlands,East of England,London,South East,South West",,"We are community for women homeowners who are learning, managing and undertaking a retrofit project on their own home and want to learn alongside other women with access to checklists, tools and a pathway to drive the success of their project.",We enable and engage with women homeowners undertaking retrofit projects,Community engagement / outreach,,"Influencing / developing policy,Network coordination or knowledge exchange,Campaigning / activism,Producing guidance,Community engagement / outreach,Advising residents / the public,Qualtiative research,Quantitative research,Monitoring and evaluation,Housing retrofit design,Product design / development,Community energy initiatives or Do It Together (DIT),Training provision or accreditation",,"Housing retrofit design / engineering,Energy efficiency,Damp and mould,Occupant behaviour,Building fabric,Heating, ventilation and air conditioning (HVAC),Public engagement and participation in energy systems,Community organising",,Community engagement or participatory methodologies,,,,,,Indirectly,Directly,Indirectly,,,,,,,Directly,Directly,Directly,,Directly,Directly,Directly,,,,,,www.herownspace.com & www.herretrofitspace.com & www.insulationchart.com,ellora@herownspace.com,<9
2026-06-17 04:06:02,2026-06-17 04:13:30,IP Address,195.180.33.46,100,447,True,2026-06-17 04:13:31,R_87jaXi83NUQo51S,,,,,52.1336,-0.9906,anonymous,EN,Lambert Home Builds,,Construction company / retrofit contractor / installer,,,,Local,United Kingdom,Oxfordshire (England),South East,,domestic retrofit in the able to pay sector,"We offer a whole house Retrofit installation service from fabric measures insulation works, heritage work, window installation and work closely with renewables installers",Product installation / retrofit implementation,,"Network coordination or knowledge exchange,Community engagement / outreach,Advising residents / the public,Product installation / retrofit implementation,Training provision or accreditation",,"Product installation / retrofit implementation,Energy efficiency,Damp and mould,Building fabric,Individual and / or public health,Fuel poverty,Markets, supply chains, finance",,"Product installation / retrofit implementation,Advice / advocacy",,Directly,Directly,Directly,,Directly,Directly,,,,,,,,Directly,Directly,Directly,,Directly,,Directly,,,,,,https://lamberthomebuilds.com/,lamberthomebuilds@gmail.com,<9
2026-06-17 04:05:56,2026-06-17 04:22:42,IP Address,86.171.148.46,100,1005,True,2026-06-17 04:22:42,R_8xRBuLPCa0K4Gjf,,,,,53.1504,-4.2714,anonymous,EN,Cartrefi Clyd,,"Community group / organisation, Community Interest Company or Residents' Association",,,,National,United Kingdom,Multiple / national,Wales,,We are made up of a partnership of community energy organisations across Wales and we're not-for profit. We provide assessments and reports to the able to pay market.,We provide retrofit assessments and reports and follow on support to our customers to help them retrofit their properties,Network coordination or knowledge exchange,,Advising residents / the public,,"Housing energy efficiency,Commercial / non-domestic buildings energy efficiency,Product installation / retrofit implementation,Energy demand and / or use,Energy efficiency,Damp and mould,Temperature,Occupant behaviour,Building fabric,Heating, ventilation and air conditioning (HVAC),Community organising",,"Quality assessment / audit (of buildings or retrofits),Product installation / retrofit implementation",,Indirectly,Indirectly,,,,Indirectly,,Directly,Indirectly,Directly,,,,,,,,,,,,,Green Homes Grant,,,https://www.cartreficlyd.cymru/,info@cartreficlyd.cymru,<9
